CHAP 171116/1756 27.05°S 52.60°W
Pres, Altura, Tempe, Orvalho, DireçãoVento,  Velocidade 
667.58, 3510.74, 6.44, -3.13, 321.61, 28.35
667.13, 3516.89, 6.39, -3.14, 321.42, 28.48
666.67, 3522.84, 6.34, -3.15, 321.21, 28.60
666.19, 3528.88, 6.30, -3.11, 321.01, 28.71
665.65, 3535.05, 6.25, -3.07, 320.81, 28.81
665.12, 3541.09, 6.20, -3.05, 320.60, 28.91
664.69, 3546.73, 6.14, -3.01, 320.40, 28.99
664.29, 3552.08, 6.08, -2.97, 320.19, 29.06
663.87, 3557.45, 6.02, -2.98, 319.99, 29.13
663.39, 3562.97, 5.97, -2.97, 319.78, 29.18
662.92, 3568.47, 5.91, -2.83, 319.58, 29.22
662.51, 3573.78, 5.85, -2.77, 319.38, 29.25
662.11, 3578.87, 5.81, -2.85, 319.18, 29.27
661.70, 3583.79, 5.77, -2.95, 318.99, 29.28
661.33, 3588.53, 5.74, -3.03, 318.79, 29.28
660.96, 3593.15, 5.70, -3.06, 318.60, 29.28
660.57, 3597.67, 5.66, -3.21, 318.41, 29.26
660.21, 3602.05, 5.64, -3.67, 318.21, 29.25
659.89, 3606.37, 5.65, -4.54, 318.02, 29.23
659.54, 3610.93, 5.69, -5.49, 317.82, 29.20
659.13, 3615.96, 5.77, -6.79, 317.62, 29.18
658.67, 3621.48, 5.86, -8.22, 317.41, 29.15
658.20, 3627.30, 5.88, -8.71, 317.21, 29.12
657.72, 3633.16, 5.84, -8.48, 317.00, 29.09
657.25, 3638.81, 5.78, -8.25, 316.79, 29.06
656.82, 3644.11, 5.73, -8.16, 316.57, 29.03
656.47, 3649.16, 5.68, -8.16, 316.35, 29.00
656.06, 3654.35, 5.63, -8.11, 316.13, 28.97
655.58, 3659.85, 5.58, -7.95, 315.91, 28.95
655.13, 3665.50, 5.52, -7.72, 315.68, 28.92
654.68, 3671.13, 5.47, -7.46, 315.45, 28.89
654.21, 3676.59, 5.41, -7.13, 315.21, 28.86
653.81, 3681.82, 5.34, -6.68, 314.97, 28.83
653.44, 3687.01, 5.28, -6.13, 314.72, 28.80
653.00, 3692.39, 5.22, -5.37, 314.47, 28.77
652.52, 3697.91, 5.15, -4.56, 314.21, 28.74
652.07, 3703.32, 5.07, -3.84, 313.96, 28.70
651.68, 3708.47, 5.02, -3.56, 313.70, 28.66
651.33, 3713.49, 4.98, -3.55, 313.44, 28.62
650.90, 3718.56, 4.95, -3.50, 313.18, 28.58
650.45, 3723.52, 4.93, -3.51, 312.92, 28.54
650.11, 3728.08, 4.92, -3.71, 312.66, 28.50
649.81, 3732.31, 4.91, -3.73, 312.40, 28.46
649.49, 3736.51, 4.89, -3.64, 312.16, 28.41
649.10, 3740.87, 4.85, -3.56, 311.92, 28.37
648.74, 3745.33, 4.80, -3.44, 311.68, 28.33
648.42, 3749.80, 4.75, -3.23, 311.46, 28.30
648.04, 3754.34, 4.70, -3.07, 311.25, 28.26
647.65, 3758.89, 4.66, -2.93, 311.05, 28.24
647.33, 3763.35, 4.61, -2.81, 310.87, 28.22
647.02, 3767.89, 4.56, -2.70, 310.70, 28.21
646.58, 3772.65, 4.51, -2.56, 310.56, 28.20
646.15, 3777.34, 4.47, -2.50, 310.44, 28.21
645.85, 3781.82, 4.44, -2.58, 310.34, 28.22
645.54, 3786.47, 4.44, -2.73, 310.27, 28.24
645.14, 3791.77, 4.48, -3.04, 310.22, 28.27
644.59, 3797.64, 4.51, -3.41, 310.20, 28.30
644.07, 3803.37, 4.51, -3.65, 310.20, 28.35
643.75, 3808.47, 4.48, -3.71, 310.23, 28.41
643.41, 3813.22, 4.44, -3.70, 310.27, 28.47
643.01, 3818.05, 4.40, -3.63, 310.34, 28.55
642.60, 3823.10, 4.35, -3.54, 310.43, 28.63
642.18, 3828.25, 4.31, -3.51, 310.53, 28.73
641.79, 3833.32, 4.26, -3.51, 310.64, 28.83
641.39, 3838.23, 4.22, -3.49, 310.77, 28.94
641.01, 3842.99, 4.17, -3.48, 310.90, 29.06
640.67, 3847.75, 4.13, -3.58, 311.05, 29.18
640.29, 3852.81, 4.10, -3.74, 311.20, 29.30
639.83, 3858.28, 4.07, -3.88, 311.35, 29.42
639.35, 3863.95, 4.03, -3.95, 311.50, 29.55
638.92, 3869.52, 3.98, -3.91, 311.66, 29.67
638.53, 3874.95, 3.92, -3.89, 311.80, 29.80
638.10, 3880.40, 3.87, -4.01, 311.94, 29.93
637.65, 3885.99, 3.83, -4.27, 312.07, 30.05
637.20, 3891.66, 3.80, -4.64, 312.20, 30.17
636.75, 3897.34, 3.78, -5.02, 312.31, 30.29
636.32, 3903.01, 3.74, -5.21, 312.42, 30.40
635.88, 3908.70, 3.70, -5.31, 312.52, 30.51
635.44, 3914.37, 3.65, -5.49, 312.62, 30.61
634.98, 3919.87, 3.61, -5.73, 312.71, 30.69
634.56, 3924.92, 3.58, -6.05, 312.79, 30.77
634.23, 3929.40, 3.54, -6.17, 312.87, 30.85
633.96, 3933.55, 3.51, -6.16, 312.95, 30.91
633.64, 3937.73, 3.48, -6.23, 313.03, 30.96
633.25, 3942.01, 3.45, -6.37, 313.10, 31.01
632.92, 3946.06, 3.42, -6.51, 313.18, 31.04
632.66, 3949.72, 3.39, -6.57, 313.25, 31.07
632.41, 3953.13, 3.36, -6.57, 313.33, 31.08
632.13, 3956.56, 3.33, -6.53, 313.40, 31.09
631.86, 3960.23, 3.29, -6.49, 313.48, 31.08
631.55, 3964.30, 3.27, -6.44, 313.56, 31.07
631.18, 3968.78, 3.25, -6.46, 313.64, 31.05
630.80, 3973.48, 3.23, -6.62, 313.72, 31.03
630.43, 3978.20, 3.22, -6.98, 313.80, 31.00
630.08, 3982.90, 3.22, -7.56, 313.87, 30.96
629.71, 3987.70, 3.23, -8.42, 313.94, 30.93
629.32, 3992.76, 3.27, -9.51, 314.00, 30.89
628.93, 3998.16, 3.27, -9.94, 314.06, 30.85
628.47, 4003.86, 3.24, -9.48, 314.10, 30.81
627.97, 4009.55, 3.18, -9.09, 314.14, 30.78
627.55, 4014.84, 3.12, -9.05, 314.16, 30.75
627.25, 4019.84, 3.07, -9.30, 314.17, 30.72
626.89, 4025.10, 3.05, -9.92, 314.16, 30.70
626.35, 4030.94, 3.04, -11.04, 314.15, 30.68
625.83, 4036.99, 3.02, -11.72, 314.12, 30.66
625.44, 4042.91, 2.97, -12.08, 314.08, 30.66
625.02, 4048.87, 2.94, -13.24, 314.03, 30.66
624.49, 4055.00, 2.95, -15.08, 313.97, 30.67
624.00, 4060.98, 2.95, -15.78, 313.90, 30.69
623.61, 4066.60, 2.93, -14.96, 313.82, 30.71
623.22, 4071.92, 2.89, -13.07, 313.73, 30.74
622.79, 4077.00, 2.83, -10.63, 313.63, 30.77
622.43, 4081.69, 2.77, -9.72, 313.53, 30.81
622.11, 4085.89, 2.72, -10.11, 313.43, 30.84
621.84, 4089.64, 2.68, -10.36, 313.33, 30.87
621.55, 4093.13, 2.65, -10.31, 313.23, 30.90
621.28, 4096.49, 2.61, -10.12, 313.15, 30.93
621.06, 4099.94, 2.59, -10.18, 313.07, 30.95
620.78, 4103.93, 2.57, -10.69, 313.00, 30.97
620.36, 4108.67, 2.54, -10.92, 312.95, 30.98
619.95, 4113.92, 2.50, -11.21, 312.90, 30.98
619.57, 4119.40, 2.46, -11.65, 312.87, 30.97
619.11, 4124.92, 2.42, -12.06, 312.85, 30.96
618.67, 4130.18, 2.40, -12.77, 312.84, 30.94
618.35, 4134.98, 2.38, -13.53, 312.85, 30.91
618.04, 4139.68, 2.38, -14.40, 312.87, 30.88
617.62, 4144.67, 2.38, -15.71, 312.90, 30.84
617.21, 4149.92, 2.37, -16.13, 312.93, 30.79
616.81, 4155.20, 2.34, -15.67, 312.98, 30.74
616.40, 4160.25, 2.31, -15.48, 313.05, 30.70
616.04, 4164.76, 2.29, -15.86, 313.12, 30.65
615.77, 4168.73, 2.29, -16.64, 313.20, 30.60
615.50, 4172.53, 2.28, -16.79, 313.28, 30.56
615.19, 4176.55, 2.25, -16.05, 313.38, 30.52
614.86, 4180.97, 2.20, -15.07, 313.47, 30.48
614.49, 4185.72, 2.14, -14.48, 313.58, 30.45
614.08, 4190.51, 2.08, -14.39, 313.68, 30.42
613.74, 4195.04, 2.02, -14.20, 313.79, 30.41
613.44, 4199.35, 1.97, -13.75, 313.90, 30.40
613.15, 4203.79, 1.92, -13.17, 314.00, 30.40
612.76, 4208.62, 1.87, -12.50, 314.11, 30.41
612.32, 4213.60, 1.81, -11.92, 314.21, 30.42
611.96, 4218.25, 1.77, -11.45, 314.32, 30.44
611.68, 4222.41, 1.74, -10.88, 314.43, 30.46
611.42, 4226.29, 1.71, -10.34, 314.55, 30.48
611.11, 4230.31, 1.69, -9.71, 314.68, 30.50
610.75, 4234.59, 1.65, -9.35, 314.80, 30.52
610.41, 4239.08, 1.62, -9.35, 314.94, 30.53
610.09, 4243.80, 1.59, -9.46, 315.07, 30.53
609.68, 4248.87, 1.55, -9.55, 315.21, 30.52
609.28, 4254.19, 1.52, -9.51, 315.36, 30.51
608.88, 4259.74, 1.48, -9.33, 315.52, 30.48
608.41, 4265.50, 1.43, -9.09, 315.68, 30.44
607.98, 4271.29, 1.38, -8.82, 315.85, 30.38
607.59, 4277.07, 1.32, -8.60, 316.03, 30.30
607.10, 4282.83, 1.26, -8.46, 316.20, 30.21
606.65, 4288.30, 1.20, -8.40, 316.38, 30.10
606.34, 4293.36, 1.15, -8.33, 316.56, 29.98
605.98, 4298.38, 1.11, -8.19, 316.75, 29.84
605.55, 4303.60, 1.06, -8.09, 316.93, 29.70
605.14, 4308.90, 1.02, -8.09, 317.11, 29.55
604.77, 4314.08, 0.98, -8.10, 317.29, 29.38
604.38, 4319.08, 0.95, -8.01, 317.45, 29.21
604.01, 4323.80, 0.91, -7.85, 317.61, 29.04
603.71, 4328.26, 0.87, -7.66, 317.75, 28.87
603.37, 4332.64, 0.83, -7.42, 317.89, 28.70
603.02, 4337.10, 0.80, -7.21, 318.01, 28.54
602.70, 4341.71, 0.77, -6.98, 318.12, 28.39
602.33, 4346.64, 0.76, -6.67, 318.22, 28.25
601.92, 4351.92, 0.75, -6.52, 318.30, 28.12
601.52, 4357.46, 0.71, -6.56, 318.36, 28.01
601.09, 4363.16, 0.65, -6.60, 318.41, 27.92
600.64, 4368.80, 0.60, -6.63, 318.45, 27.85
600.25, 4374.07, 0.55, -6.71, 318.48, 27.81
599.91, 4378.89, 0.53, -6.81, 318.50, 27.79
599.57, 4383.32, 0.51, -6.87, 318.51, 27.79
599.25, 4387.44, 0.48, -6.94, 318.51, 27.81
598.97, 4391.44, 0.45, -7.03, 318.51, 27.85
598.67, 4395.62, 0.41, -7.12, 318.51, 27.91
598.35, 4400.22, 0.38, -7.23, 318.50, 27.99
597.95, 4405.29, 0.34, -7.40, 318.51, 28.09
597.50, 4410.49, 0.31, -7.60, 318.52, 28.20
597.16, 4415.32, 0.27, -7.67, 318.54, 28.32
596.87, 4419.71, 0.23, -7.65, 318.57, 28.45
596.55, 4424.02, 0.19, -7.59, 318.61, 28.59
596.20, 4428.65, 0.14, -7.55, 318.66, 28.73
595.83, 4433.85, 0.10, -7.53, 318.72, 28.88
595.42, 4439.77, 0.05, -7.56, 318.79, 29.02
594.87, 4446.21, 0.00, -7.64, 318.86, 29.17
594.36, 4452.57, -0.05, -7.69, 318.93, 29.31
593.97, 4458.40, -0.10, -7.67, 319.01, 29.44
593.62, 4463.94, -0.16, -7.60, 319.09, 29.56
593.18, 4469.53, -0.20, -7.78, 319.18, 29.66
592.74, 4475.11, -0.22, -8.37, 319.27, 29.75
592.33, 4480.38, -0.21, -9.47, 319.37, 29.82
591.99, 4485.09, -0.14, -10.95, 319.46, 29.88
591.70, 4489.35, -0.09, -12.02, 319.55, 29.93
591.40, 4493.54, -0.08, -12.46, 319.63, 29.96
591.05, 4498.05, -0.08, -12.73, 319.72, 29.97
590.72, 4503.00, -0.10, -12.81, 319.80, 29.97
590.32, 4508.41, -0.14, -12.68, 319.87, 29.96
589.84, 4513.98, -0.19, -12.46, 319.94, 29.93
589.46, 4519.10, -0.26, -12.22, 320.01, 29.88
589.19, 4523.58, -0.32, -12.16, 320.06, 29.82
588.86, 4527.63, -0.35, -12.34, 320.12, 29.75
588.58, 4531.45, -0.37, -12.82, 320.17, 29.67
588.34, 4535.34, -0.38, -13.61, 320.22, 29.58
588.01, 4539.63, -0.37, -14.91, 320.27, 29.49
587.64, 4544.27, -0.33, -17.24, 320.32, 29.39
587.28, 4549.01, -0.30, -19.04, 320.37, 29.29
586.93, 4553.67, -0.31, -19.34, 320.43, 29.18
586.63, 4558.35, -0.35, -19.22, 320.48, 29.07
586.27, 4563.39, -0.39, -19.33, 320.55, 28.96
585.85, 4568.99, -0.43, -19.73, 320.62, 28.85
585.40, 4575.03, -0.47, -20.31, 320.69, 28.75
584.92, 4581.22, -0.51, -21.06, 320.76, 28.65
584.47, 4587.21, -0.54, -21.82, 320.84, 28.55
584.09, 4592.92, -0.58, -22.20, 320.93, 28.45
583.69, 4598.54, -0.62, -22.17, 321.01, 28.36
583.27, 4604.18, -0.67, -22.08, 321.10, 28.28
582.84, 4609.82, -0.72, -22.05, 321.19, 28.19
582.42, 4615.34, -0.77, -21.99, 321.28, 28.11
582.04, 4620.70, -0.81, -21.85, 321.36, 28.04
581.71, 4626.11, -0.83, -21.55, 321.44, 27.97
581.25, 4631.82, -0.86, -20.64, 321.53, 27.91
580.77, 4637.67, -0.90, -18.99, 321.61, 27.85
580.40, 4643.33, -0.94, -17.88, 321.69, 27.80
580.02, 4648.92, -0.98, -17.71, 321.76, 27.76
579.58, 4654.60, -1.02, -17.99, 321.83, 27.71
579.16, 4660.33, -1.06, -18.48, 321.89, 27.67
578.76, 4666.04, -1.10, -19.02, 321.94, 27.63
578.33, 4671.66, -1.13, -19.89, 321.99, 27.60
577.92, 4677.03, -1.16, -20.59, 322.04, 27.57
577.59, 4682.19, -1.21, -21.01, 322.08, 27.54
577.22, 4687.51, -1.26, -21.54, 322.12, 27.52
576.81, 4693.28, -1.30, -21.72, 322.17, 27.51
576.33, 4699.45, -1.34, -21.55, 322.22, 27.51
575.85, 4705.62, -1.38, -21.74, 322.28, 27.51
575.43, 4711.39, -1.42, -21.91, 322.34, 27.51
575.06, 4716.76, -1.46, -21.53, 322.42, 27.52
574.73, 4722.15, -1.49, -21.11, 322.50, 27.54
574.32, 4728.11, -1.54, -20.84, 322.59, 27.57
573.79, 4734.61, -1.59, -20.67, 322.69, 27.60
573.27, 4740.95, -1.64, -20.83, 322.80, 27.64
572.89, 4746.44, -1.69, -21.28, 322.91, 27.69
572.61, 4751.05, -1.73, -21.57, 323.03, 27.74
572.32, 4755.30, -1.75, -21.85, 323.16, 27.80
572.00, 4759.69, -1.78, -22.25, 323.28, 27.87
571.63, 4764.47, -1.81, -22.94, 323.40, 27.95
571.26, 4769.71, -1.85, -23.49, 323.53, 28.03
570.86, 4775.50, -1.90, -23.35, 323.64, 28.11
570.41, 4781.93, -1.95, -23.08, 323.75, 28.20
569.90, 4788.94, -2.02, -22.85, 323.85, 28.29
569.35, 4796.13, -2.10, -22.53, 323.93, 28.39
568.84, 4802.87, -2.17, -22.30, 323.99, 28.48
568.43, 4808.70, -2.22, -22.33, 324.03, 28.58
568.11, 4813.58, -2.27, -22.32, 324.04, 28.67
567.82, 4817.87, -2.31, -22.11, 324.01, 28.75
567.52, 4822.07, -2.36, -21.09, 323.96, 28.84
567.19, 4826.56, -2.42, -20.10, 323.88, 28.91
566.85, 4831.60, -2.47, -19.88, 323.76, 28.98
566.42, 4837.32, -2.53, -20.45, 323.63, 29.05
565.97, 4843.64, -2.57, -21.56, 323.46, 29.11
565.49, 4850.42, -2.61, -22.59, 323.28, 29.16
564.97, 4857.48, -2.67, -22.88, 323.07, 29.21
564.47, 4864.55, -2.73, -22.09, 322.84, 29.26
563.97, 4871.42, -2.79, -21.48, 322.59, 29.30
563.50, 4877.91, -2.85, -21.65, 322.33, 29.33
563.08, 4883.99, -2.91, -22.39, 322.06, 29.36
562.69, 4889.88, -2.96, -22.65, 321.78, 29.39
562.27, 4895.86, -3.02, -22.41, 321.49, 29.42
561.81, 4901.94, -3.08, -22.34, 321.20, 29.46
561.37, 4907.82, -3.14, -22.43, 320.92, 29.49
560.98, 4913.19, -3.19, -22.53, 320.65, 29.53
560.68, 4918.02, -3.24, -22.54, 320.39, 29.57
560.37, 4922.64, -3.28, -22.39, 320.15, 29.62
560.01, 4927.35, -3.32, -22.19, 319.94, 29.67
559.66, 4932.21, -3.37, -22.16, 319.74, 29.74
559.31, 4937.13, -3.42, -22.37, 319.56, 29.80
558.97, 4942.15, -3.47, -22.70, 319.41, 29.88
558.57, 4947.42, -3.53, -23.00, 319.28, 29.96
558.19, 4953.03, -3.59, -22.90, 319.17, 30.05
557.83, 4959.12, -3.64, -22.56, 319.08, 30.16
557.33, 4965.78, -3.70, -22.46, 319.01, 30.27
556.74, 4972.45, -3.75, -22.81, 318.96, 30.38
556.33, 4978.26, -3.81, -23.51, 318.94, 30.51
556.11, 4983.25, -3.86, -23.82, 318.93, 30.64
555.77, 4988.27, -3.92, -23.61, 318.93, 30.77
555.31, 4993.76, -3.97, -23.32, 318.95, 30.91
554.89, 4999.41, -4.02, -22.93, 318.99, 31.04
554.53, 5004.86, -4.07, -22.68, 319.04, 31.18
554.18, 5010.06, -4.11, -22.90, 319.10, 31.33
553.80, 5015.07, -4.16, -23.73, 319.18, 31.47
553.46, 5020.03, -4.20, -24.24, 319.27, 31.61
553.13, 5025.28, -4.25, -24.16, 319.38, 31.74
552.73, 5031.24, -4.31, -24.04, 319.49, 31.88
552.23, 5038.00, -4.38, -23.98, 319.61, 32.02
551.69, 5045.09, -4.45, -24.09, 319.74, 32.15
551.22, 5051.76, -4.52, -24.40, 319.89, 32.28
550.81, 5057.53, -4.56, -24.93, 320.04, 32.42
550.42, 5062.37, -4.59, -25.38, 320.21, 32.55
550.22, 5066.80, -4.62, -25.42, 320.40, 32.69
549.94, 5072.02, -4.66, -25.15, 320.60, 32.83
549.41, 5078.87, -4.71, -24.20, 320.81, 32.97
548.73, 5086.85, -4.78, -22.66, 321.04, 33.11
548.18, 5094.69, -4.84, -21.84, 321.28, 33.24
547.76, 5101.70, -4.89, -21.61, 321.52, 33.39
547.32, 5108.00, -4.93, -21.13, 321.78, 33.53
546.90, 5113.85, -4.96, -20.65, 322.03, 33.68
546.53, 5119.57, -5.01, -20.63, 322.29, 33.83
546.12, 5125.51, -5.07, -20.65, 322.54, 33.98
545.67, 5131.79, -5.12, -20.51, 322.78, 34.14
545.19, 5138.20, -5.13, -20.25, 323.01, 34.29
544.77, 5144.49, -5.13, -20.08, 323.24, 34.44
544.35, 5150.68, -5.16, -20.11, 323.44, 34.58
543.91, 5156.88, -5.21, -20.06, 323.63, 34.71
543.50, 5163.35, -5.27, -19.75, 323.80, 34.84
543.00, 5170.32, -5.34, -19.32, 323.95, 34.95
542.50, 5177.69, -5.42, -19.03, 324.07, 35.05
541.99, 5185.19, -5.47, -19.06, 324.17, 35.14
541.39, 5192.31, -5.51, -19.06, 324.24, 35.21
540.99, 5198.50, -5.54, -18.87, 324.28, 35.26
540.73, 5204.02, -5.57, -18.45, 324.30, 35.29
540.33, 5209.65, -5.61, -17.75, 324.30, 35.31
539.85, 5215.54, -5.64, -17.05, 324.27, 35.30
539.44, 5221.16, -5.66, -16.62, 324.21, 35.28
539.12, 5226.17, -5.64, -16.66, 324.15, 35.25
538.85, 5230.75, -5.60, -17.08, 324.07, 35.20
538.53, 5235.29, -5.55, -17.94, 323.99, 35.13
538.19, 5239.91, -5.51, -19.33, 323.90, 35.05
537.87, 5244.45, -5.47, -21.14, 323.81, 34.96
537.56, 5248.72, -5.42, -23.72, 323.72, 34.87
537.31, 5252.74, -5.37, -26.62, 323.63, 34.77
537.04, 5256.91, -5.36, -27.54, 323.55, 34.67
536.75, 5261.66, -5.38, -27.28, 323.47, 34.57
536.35, 5267.19, -5.40, -27.33, 323.41, 34.47
535.88, 5273.13, -5.40, -27.43, 323.35, 34.37
535.49, 5278.87, -5.40, -27.52, 323.31, 34.28
535.15, 5284.20, -5.39, -27.47, 323.29, 34.20
534.84, 5289.36, -5.37, -27.29, 323.27, 34.13
534.47, 5294.75, -5.35, -27.21, 323.28, 34.07
534.04, 5300.52, -5.38, -27.31, 323.30, 34.02
533.62, 5306.49, -5.45, -27.47, 323.33, 33.97
533.24, 5312.55, -5.52, -27.51, 323.37, 33.94
532.82, 5318.76, -5.58, -27.47, 323.42, 33.92
532.36, 5325.06, -5.64, -27.39, 323.46, 33.91
531.96, 5331.30, -5.69, -27.27, 323.51, 33.90
531.52, 5337.53, -5.73, -27.10, 323.54, 33.90
531.11, 5343.81, -5.78, -26.91, 323.58, 33.91
530.70, 5350.27, -5.83, -26.75, 323.60, 33.93
530.21, 5357.02, -5.88, -26.64, 323.62, 33.95
529.73, 5363.83, -5.93, -26.57, 323.63, 33.97
529.30, 5370.49, -6.00, -26.56, 323.63, 34.00
528.88, 5377.00, -6.06, -26.63, 323.63, 34.03
528.42, 5383.35, -6.12, -26.70, 323.62, 34.06
528.00, 5389.36, -6.18, -26.76, 323.60, 34.09
527.63, 5395.02, -6.23, -26.79, 323.56, 34.12
527.29, 5400.50, -6.29, -26.79, 323.51, 34.14
526.92, 5406.06, -6.35, -26.79, 323.45, 34.17
526.52, 5411.74, -6.42, -26.80, 323.39, 34.19
526.11, 5417.32, -6.49, -26.79, 323.31, 34.22
525.77, 5422.54, -6.54, -26.77, 323.24, 34.25
525.47, 5427.47, -6.58, -26.72, 323.16, 34.28
525.13, 5432.39, -6.62, -26.66, 323.07, 34.31
524.80, 5437.49, -6.65, -26.61, 322.98, 34.35
524.43, 5442.78, -6.68, -26.61, 322.89, 34.39
524.06, 5448.08, -6.73, -26.67, 322.80, 34.44
523.71, 5453.12, -6.77, -26.77, 322.72, 34.49
523.41, 5457.75, -6.81, -26.86, 322.63, 34.55
523.12, 5462.04, -6.84, -26.92, 322.55, 34.61
522.86, 5466.29, -6.88, -26.98, 322.47, 34.67
522.55, 5470.84, -6.90, -27.14, 322.39, 34.75
522.22, 5476.01, -6.91, -27.46, 322.30, 34.82
521.82, 5481.85, -6.91, -27.90, 322.23, 34.90
521.37, 5488.16, -6.90, -28.31, 322.15, 34.99
520.95, 5494.49, -6.90, -28.60, 322.08, 35.08
520.54, 5500.45, -6.90, -28.76, 322.01, 35.16
520.19, 5505.88, -6.94, -28.77, 321.93, 35.25
519.86, 5510.86, -7.01, -28.68, 321.86, 35.34
519.55, 5515.67, -7.06, -28.64, 321.79, 35.43
519.23, 5520.67, -7.08, -28.60, 321.72, 35.52
518.86, 5526.15, -7.08, -28.32, 321.66, 35.60
518.45, 5532.16, -7.08, -27.73, 321.60, 35.67
518.02, 5538.49, -7.08, -27.12, 321.54, 35.74
517.59, 5544.84, -7.07, -26.95, 321.50, 35.81
517.20, 5550.99, -7.02, -27.52, 321.46, 35.87
516.80, 5556.84, -6.98, -28.25, 321.43, 35.93
516.43, 5562.33, -6.99, -28.60, 321.42, 35.98
516.10, 5567.56, -7.04, -28.76, 321.42, 36.03
515.77, 5572.77, -7.08, -29.05, 321.43, 36.07
515.40, 5578.19, -7.13, -29.15, 321.46, 36.10
515.01, 5583.84, -7.18, -28.96, 321.51, 36.14
514.63, 5589.53, -7.23, -28.79, 321.57, 36.18
514.26, 5595.16, -7.27, -28.96, 321.65, 36.21
513.89, 5600.79, -7.29, -29.15, 321.76, 36.25
513.52, 5606.64, -7.32, -28.95, 321.88, 36.29
513.12, 5613.01, -7.37, -28.63, 322.02, 36.33
512.66, 5620.09, -7.43, -28.12, 322.18, 36.38
512.12, 5627.73, -7.49, -27.09, 322.35, 36.43
511.59, 5635.42, -7.55, -25.74, 322.54, 36.48
511.14, 5642.70, -7.61, -25.11, 322.74, 36.55
510.71, 5649.45, -7.67, -25.05, 322.95, 36.62
510.28, 5655.58, -7.72, -25.06, 323.17, 36.70
509.91, 5661.02, -7.77, -24.90, 323.39, 36.78
509.60, 5665.87, -7.82, -24.36, 323.63, 36.87
509.34, 5670.53, -7.88, -23.81, 323.86, 36.97
509.02, 5675.61, -7.93, -23.59, 324.10, 37.07
508.60, 5681.37, -7.98, -23.36, 324.34, 37.18
508.18, 5687.57, -8.04, -22.77, 324.57, 37.29
507.78, 5693.91, -8.10, -22.43, 324.80, 37.40
507.35, 5700.23, -8.17, -22.61, 325.02, 37.52
506.97, 5706.45, -8.23, -22.74, 325.23, 37.63
506.58, 5712.61, -8.28, -22.47, 325.43, 37.75
506.14, 5718.70, -8.33, -22.33, 325.62, 37.86
505.76, 5724.46, -8.35, -22.86, 325.80, 37.97
505.44, 5729.89, -8.38, -23.66, 325.97, 38.07
505.11, 5735.39, -8.42, -23.98, 326.14, 38.17
504.69, 5741.25, -8.45, -24.13, 326.30, 38.27
504.29, 5747.43, -8.48, -24.44, 326.44, 38.36
503.90, 5753.76, -8.50, -24.77, 326.58, 38.44
503.46, 5760.00, -8.53, -25.08, 326.71, 38.51
503.07, 5765.74, -8.59, -25.50, 326.82, 38.57
502.75, 5770.81, -8.64, -25.81, 326.92, 38.61
502.48, 5775.43, -8.70, -25.84, 327.01, 38.65
502.19, 5780.07, -8.74, -25.40, 327.08, 38.67
501.86, 5785.12, -8.79, -24.70, 327.15, 38.68
501.50, 5790.65, -8.83, -23.95, 327.20, 38.68
501.12, 5796.49, -8.88, -23.64, 327.24, 38.67
500.71, 5802.27, -8.94, -23.56, 327.28, 38.65
500.35, 5807.52, -9.00, -23.56, 327.30, 38.63
500.08, 5812.11, -9.05, -23.63, 327.31, 38.59
499.85, 5816.43, -9.10, -23.56, 327.31, 38.55
499.54, 5821.06, -9.14, -23.26, 327.29, 38.49
499.20, 5826.24, -9.18, -22.84, 327.26, 38.43
498.82, 5831.82, -9.22, -22.40, 327.22, 38.37
498.43, 5837.47, -9.29, -21.91, 327.16, 38.29
498.09, 5842.90, -9.35, -21.81, 327.09, 38.21
497.79, 5848.16, -9.39, -22.37, 327.01, 38.13
497.45, 5853.55, -9.41, -23.00, 326.91, 38.05
497.06, 5859.13, -9.45, -23.22, 326.80, 37.96
496.69, 5864.61, -9.49, -23.53, 326.67, 37.87
496.36, 5869.74, -9.53, -24.13, 326.54, 37.78
496.07, 5874.59, -9.58, -24.62, 326.40, 37.68
495.76, 5879.57, -9.64, -24.86, 326.25, 37.59
495.42, 5885.04, -9.71, -25.11, 326.10, 37.49
495.03, 5891.16, -9.80, -25.73, 325.95, 37.39
494.57, 5897.73, -9.90, -26.23, 325.79, 37.29
494.13, 5904.34, -10.01, -25.87, 325.63, 37.18
493.75, 5910.69, -10.10, -25.67, 325.46, 37.08
493.37, 5916.80, -10.18, -26.11, 325.31, 36.97
492.99, 5922.75, -10.23, -26.66, 325.16, 36.85
492.60, 5928.56, -10.26, -27.13, 325.01, 36.73
492.24, 5934.18, -10.28, -27.42, 324.88, 36.61
491.91, 5939.61, -10.32, -27.55, 324.77, 36.49
491.56, 5944.94, -10.37, -27.71, 324.67, 36.37
491.22, 5950.14, -10.43, -28.00, 324.59, 36.24
490.91, 5955.18, -10.49, -28.23, 324.52, 36.11
490.60, 5960.08, -10.54, -27.58, 324.48, 35.98
490.28, 5964.85, -10.58, -25.33, 324.45, 35.85
489.99, 5969.52, -10.59, -21.83, 324.44, 35.72
489.72, 5974.21, -10.59, -19.31, 324.44, 35.60
489.40, 5979.07, -10.60, -18.93, 324.47, 35.48
489.05, 5984.00, -10.63, -20.02, 324.51, 35.36
488.75, 5988.72, -10.70, -20.97, 324.57, 35.25
